title,content,date,url
"금속노조 ""법원도 인정했다, 포스코 사내하청 조합원 자녀 학자금 즉각 지급하라""","금속노조 포항지부는 16일 포스코 포항 본사 앞에서 기자회견을 갖고 금속노조 조합원인 포스코 사내하청 지회 조합원들에게 자녀학자금과 복지포인트를 즉각 지급하라고 포스코에 촉구했다. 또 포스코를 부당노동행위로 고발할 것이라고 밝혔다. 이에 앞서 지난 14일 대구고등법원 포스코와 포스코 협력사 공동근로복지기금이 금속노조 포항지부 포스코사내하청지회 조합원 448명에게 자녀 학자금과 복지포인트를 지급하지 않은 행위가 “정당한 사유 없는 차별”에 해당하는 위법행위라며, 해당 금액을 지급하라고 판결했다. 이 판결은 2024년 5월 23일 대구지방법원 포항지원의 1심 판결에 이어 다시 한번 노조가입과 근로자 지위 확인 소송을 이유로 학자금을 지급하지 않는 것은 차별이라며 노동자의 손을 들어 준 판결이다. 포스코는 2021년 협력사와의 상생과 소속 직원들의 복지증진을 목적으로 협력사 48개가 출연하여 공동근로복지기금을 설립해 소속 1년 이상 재직 근로자에게 자녀 학자금과 복지포인트를 지급했지만 노조가 주도한 불법 파견소송을 제기한 노동자들에게는 지급하지 않았다. 이에 대해 노조는 법원의 판결 이전에도 노동부에 대한 진정과 국가인권위원회에 시정 권고를 제기, 모두 차별을 시정하라는 결정을 받았지만 포스코는 이에 따르지 않았고 결국 소송에 이르렀다. 금속노조 포항지부는 기자회견문에서 “일부 조합원은 학자금을 지급받기 위해 노조를 탈퇴하거나 소송을 철회해야 했다며, 포스코는 자녀학자금과 복지포인트라는 기본적인 복지를 이용해 조합원들의 집단소송과 단결력을 저해하고, 자신들의 불법파견 책임을 회피하려 한 것”이라고 성토했다. 이어 “이번 판결은 단순한 손해배상 소송의 승소를 넘어, 사회 양극화를 초래해온 대기업의 불법파견 구조를 바로잡기 위한 노동조합의 정당한 활동을 탄압한 포스코의 위법 행위에 대한 사법적 단죄”라고 지적하고 “포스코는 더 이상 복지 차별을 무기로 조합원을 압박하고 소송을 철회시키려는 불법 행위를 멈춰야 한다” 고 목소리를 높였다. 또 포스코의 사과와 즉각적인 학자금과 복지포인트의 지급, 불법파견 책임을 회피하기 위한 노조 탄압을 즉각 중단할 것을 촉구했다.  [박창호 기자(=포항)(phjby@naver.com)]",2025-05-16,http://v.daum.net/v/20250516163420161
포스코 노사 임단협 시작… 철강경기 침체로 난항 예상,"포스코 노사는 14일 포스코 본사 12층 대회의장에서 '2025년 임금·단체협약 교섭 상견례'를 갖고 본격 교섭의 시작을 알렸다. 이날 상견례에는 노동조합 측에서 김성호 위원장, 조양래 수석부위원장을 포함한 교섭위원 14명이, 회사 측에서는 이희근 대표이사, 신경철 경영지원본부장 등 15명이 각각 참석했다.  김성호 노조위원장은 이날 상견례 인사말을 통해 ""노조는 포스코 미래 성장을 위해 한 목소리를 내고 있다""며 ""이번 교섭은 조합원의 자존심이자 회사의 자긍심이 될 것""이라고 밝혔다. 한편 지난해 파업 직전까지 진행되는 등 어려움을 겪었던 포스코 노사협상은 올해 철강경기 침체로 난항이 예상된다. 특히 올해는 임금 뿐만 아니라 단체협약 갱신도 해야 하는 만큼 협상 타결이 더욱 어려워질 전망이다. 포항=이영균 기자 lyg0203@segye.com",2025-05-15,http://v.daum.net/v/20250515161017647
"포스코퓨처엠, 올해 임금협상 무교섭…""캐즘 극복 위해 역량 집중"""," 포스코퓨처엠 노사가 '캐즘(일시적 수요 정체)' 극복과 미래 성장을 위해 올해 임금협상을 무교섭으로 진행하기로 했다. 포스코퓨처엠은 지난 15일 포항 본사에서 엄기천 사장, 마숙웅 제조노조위원장, 황성환 정비노조위원장, 신용수 정비노조 광양지부장, 김영화 노경협의회 근로자 대표 등이 참석한 가운데 '2025년 임금 무교섭 위임 협약식'을 열었다고 16일 밝혔다. 이번 협약을 통해 직원 대의기구는 올해 임금 협상을 조기에 회사에 위임하게 됐다. 전기차 업황 악화 등으로 어려워진 경영환경을 극복하기 위해 노사가 상생을 바탕으로 미래 성장에 전사적인 역량을 집중하자는 의미다. 직원대의기구 대표들은 ""어려운 시기일수록 노사가 한마음으로 위기를 헤쳐 나가야 한다""며 ""노사 상생의 전통을 위해 앞으로도 지속적인 소통과 협력을 이어가겠다""고 했다. 엄 사장은 ""포스코그룹의 안정적인 노사 문화를 이어받아 포스코퓨처엠도 신뢰의 노사 관계를 경쟁력으로 미래 성장을 위해 매진하고 직원이 행복한 회사를 만들어 나가자""고 말했다. 앞서 포스코퓨처엠은 지난 2월 경영 위기 극복을 위한 '노사합동 협의체'도 출범했다. 해당 협의체는 수익성 제고, 안전 문화 구축, 조직 문화 개선 등 3대 목표를 설정하고 개선 활동을 펼치고 있다. 현재까지 39개의 혁신 과제를 선정했으며, 약 7억3000만원의 비용 절감 효과가 기대된다. 연구개발(R&D) 역량 강화와 제품 포트폴리오 다양화도 추진한다. 고전압 미드니켈(Mid-Ni), 리튬망간리치(LMR) 양극재, 리튬망간인산철(LMFP) 양극재 등 신규 제품들을 개발하고 있다. 리튬인산철(LFP) 양극재는 다수 고객사의 요청으로 기술 제휴 및 합작 등을 포함한 다양한 사업화 방안을 검토 중이다. 음극재에서는 저팽창 천연흑연 음극재, 고용량 실리콘탄소복합체(Si-C) 음극재 등 고부가제품 개발을 통해 글로벌 시장을 선점할 계획이다. 김지현 기자 flow@mt.co.kr",2025-05-16,http://v.daum.net/v/20250516101002715
'함께 캐즘 돌파' 포스코퓨처엠 노사 '임금협상 무교섭' 협약,,2025-05-16,http://v.daum.net/v/20250516150018682
"포스코퓨처엠, 29년 연속 임금협상 무교섭 타결…“한마음으로 위기 극복”"," 포스코퓨처엠 노사가 29년 연속 임금협상 무교섭 타결 전통을 이어갔다. 전기차 캐즘(일시적 수요 정체)에 따른 위기 극복과 미래 성장을 위해 뜻을 모았다. 포스코퓨처엠은 지난 15일 포항 본사에서 엄기천 사장, 마숙웅 제조노조위원장 등이 참석한 가운데 '2025년 임금 무교섭 위임 협약식'을 열었다고 16일 밝혔다. 이번 협약을 통해 직원 대의기구는 올해 임금 협상을 조기에 회사에 위임하게 됐다. 전기차 시장 캐즘 등으로 어려워진 경영환경을 극복하기 위해 노사가 상생을 바탕으로 미래 성장에 전사적인 역량을 집중하자는 뜻이다. 직원대의기구 대표들은 ""어려운 시기일수록 노사가 한마음으로 위기를 헤쳐나가야 한다""며 ""노사 상생의 전통을 위해 앞으로도 지속적인 소통과 협력을 이어가겠다""고 말했다. 이로써 포스코퓨처엠은 1997년 이후 29년 연속 임금협상을 무교섭 타결 기록을 유지했다. 직원 1000명 이상 제조 대기업 중 최장 기록이다. 앞서 포스코퓨처엠은 지난 2월 경영 위기 극복을 위한 '노사합동 협의체'도 출범했다. 해당 협의체는 수익성 제고, 안전 문화 구축, 조직 문화 개선 등 3대 목표를 설정하고 개선 활동을 펼치고 있다. 현재까지 39개의 혁신 과제를 선정했으며, 약 7억3000만원의 비용 절감 효과가 기대된다. 연구개발(R&D) 역량 강화와 제품 포트폴리오 다양화도 추진한다. 고전압 미드니켈(Mid-Ni), 리튬망간리치(LMR) 양극재, 리튬망간인산철(LMFP) 양극재 등 신규 제품들을 개발하고 있다. 리튬인산철(LFP) 양극재는 다수 고객사의 요청으로 기술 제휴 및 합작 등을 포함한 다양한 사업화 방안을 검토 중이다. 음극재에서는 저팽창 천연흑연 음극재, 고용량 실리콘탄소복합체(Si-C) 음극재 등 고부가제품 개발을 통해 글로벌 시장을 선점할 계획이다 엄 사장은 ""포스코그룹의 안정적인 노사 문화를 이어받아 당사도 신뢰의 노사 관계를 경쟁력으로 미래 성장을 위해 매진하고 직원이 행복한 회사를 만들어 나가자""고 강조했다.",2025-05-16,http://v.daum.net/v/20250516102957595
영업정지 리스크 현실로 …HDC현산 “용산정비창 수주 영향 없다”[한양경제],"이 기사는 종합경제매체한양경제 기사입니다  HDC현대산업개발의 영업정지 리스크가 현실화되면서 서울 용산정비창 전면1구역 수주전에 관심이 쏠리고 있다. 16일 관련 업계에 따르면 서울시는 HDC현대산업개발에 대해 ‘부실시공으로 인한 중대한 손괴 또는 인명피해 초래’를 이유로 영업정지 8개월, ‘산업안전보건법에 의한 중대재해 발생’을 이유로 영업정지 4개월 처분을 내렸다. 영업정지 기간은 토목건축공사업에 대해 6월 9일부터 내년 6월 8일까지다. 서울시는 2022년 3월 “현대산업개발이 해체 공사를 부실하게 해 건물이 붕괴되고 인명 피해를 끼쳤다”며 8개월의 영업정지 행정처분을 내렸다. 이에 HDC현대산업개발은 이번 행정처분에 대해 가처분 신청을 내고 법적 대응에 나서기로 했다. 영업정지 처분을 받으면 시공사의 신규 수주 제한, 시공사의 도급계약 체결 등에 제한이 발생한다. HDC현대산업개발 행정처분에 따른 영업정지 금액을 최근 매출 총액의 84.6%인 약 3조5천997억원으로 추산했다. 업계에서는 현대산업개발이 현재 서울 용산정비창 전면1구역 수주에 사활을 걸 만큼 공을 들이고 있는 상황에서 이번 영업정지 처분이 자칫 수주전에 영향을 주지 않을까 우려하고 있다. 하지만 HDC현대산업개발은 별 영향은 없을 것이라고 밝혔다. 회사 관계자는 “협력사, 고객, 투자자를 위해 즉시 행정처분에 대한 집행정지 가처분 신청 후 행정처분 취소소송을 통해 대응하겠다”며 “집행정지 가처분 신청이 받아들여지면 행정처분 취소소송 판결 때까지 당사의 영업활동에 영향은 없을 것”이라고 말했다. 2022년 1월11일 광주 서구 화정동 아이파크 신축 현장에서는 구조물이 무너져 현장 작업자 6명이 숨지고 1명이 다쳤다. 한편, HDC현대산업개발은 용산정비창 전면1구역에 연초 한남4구역에서 경쟁한 삼성물산과 현대건설의 제안을 뛰어넘는 역대 최고 수준의 제안을 했다. 먼저 대안설계(안) 기준 평당 공사비는 약 858만원으로 포스코이앤씨(894만원)보다 36만원 낮게 책정했다. 한남4구역 경쟁입찰 당시 현대건설(881만원), 삼성물산(938만원)의 조건과 비교해도 낮다. 또 HDC현대산업개발은 ‘CD+0.1%’ 고정금리라는 업계 최저 수준을 제시했다. ‘금리 경쟁’이 치열했었던 한남4구역의 현대건설 CD+0.1%(고정금리)과 동일하며, 삼성물산 CD+0.78%(변동금리), 포스코이앤씨 CD+0.70%(변동금리) 보다 낮다. 이주비도 정비업계 역대 최고인 조합원 세대당 최저 20억원, 주택담보인정비율(LTV) 150%를 제안했다. 권태욱 기자 lucas45k@hanyangeconomy.com",2025-05-16,http://v.daum.net/v/20250516171435687
AI 홈 체험하고 미술품 감상…핫플된 '건설사 갤러리',"“빅스비, 굿모닝!” 침실에서 일어나 인공지능(AI) 스피커에 말을 건넨다. ‘기상 모드’가 작동하면서 조명이 켜지고 커튼도 열린다. 천장 공기청정기가 자동으로 미세먼지를 빨아들이고, 디퓨저 시스템은 내 취향에 맞춘 향으로 방을 채운다. 퇴근 후 집에 들어서면 ‘스마트 미러’가 얼굴을 인식해 전자기기 제어 모드로 바꾼다. 천장에 있는 ‘에어샤워 시스템’이 옷에 묻은 먼지를 털어내고, 신발은 ‘슈드레서’에서 제균 처리로 깔끔해진다.  먼 미래의 아파트 모습이 아니다. 지난 15일 방문한 대형 건설사 갤러리에서 체험한 일상이다. 삼성물산(래미안갤러리) 현대건설(디에이치갤러리) 대우건설(써밋갤러리) GS건설(자이갤러리) 포스코이앤씨(더샵갤러리) 등은 서울 강남권에 이 같은 갤러리를 운영 중이다. 브랜드 홍보관은 물론 각종 전시회와 교육 행사를 위한 공간으로 활용된다. ◇최신 주거 기술 체험 공간 강남구 대치동에 나란히 자리 잡은 써밋갤러리, 자이갤러리는 기술과 주거 체험관으로 나뉘어 있다. 지난해 말 리뉴얼한 자이갤러리는 주차장부터 전시관까지 마치 실제 아파트 단지를 다니는 것처럼 동선을 꾸며놨다. 건물 2층에 마련된 ‘하우스 자이’(주거 체험관)에는 주로 시공사 선정을 앞둔 재건축·재개발 조합원이 방문한다. 안내를 맡은 도슨트가 안방에서 “하이 자이, 취침 모드”라고 말하자 조명이 단계별로 어두워지면서 자동으로 커튼이 닫히는 모습을 확인할 수 있었다. 침대 위 센서를 통한 수면 분석 서비스도 눈길을 끌었다. 대우건설 써밋갤러리에서는 대형가구 체험관인 ‘노블레스관’이 인기다. 주방에 이탈리아 하이엔드 브랜드 ‘엘마’ 제품 등이 설치돼 있다. 연기를 빨아들이는 후드가 쿡톱 위쪽이 아니라 아래쪽에 ‘다운 드래프트’ 방식으로 넣은 게 독특하다. 전시관 길목에는 전통공예 예술품 ‘지우산(紙雨傘)’ 장인 윤규상 명장과 협업한 공간이 눈길을 끈다. ◇각종 전시회·공연도 펼쳐져 세계적 건축가 나데르 테헤라니가 설계한 문정동 래미안갤러리 건물 외관(지상 5층)은 보자기로 감싼 듯한 독특한 분위기를 자아낸다. 1층 로비와 연결된 ‘홈닉 체험관’에선 삼성물산이 개발한 첨단 주거 서비스를 살펴볼 수 있다. 래미안갤러리는 계절마다 테마를 잡아 다양한 전시·교육 프로그램을 운영한다. 최근에는 ‘래미안 사계전.집’이라는 전시를 시작했다. 1층 상설 체험관인 ‘마이 래미안 시티’에선 원베일리 등 삼성물산의 랜드마크 건축물에 색깔을 입히고 글자를 쓰는 미디어아트를 체험해볼 수 있다. 삼성물산 관계자는 “연간 방문객은 15만 명”이라며 “가족 단위 관광 명소로 인기를 얻고 있다”고 했다. 자곡동 포스코이앤씨 더샵갤러리에서는 전시와 강연이 주기적으로 열린다. 지난달 초까진 배우 최민수와 작곡가 배드보스, 래퍼 아웃사이더 등의 미술 작품을 전시한 ‘3인 3색 아트테이너전’을 열었다. 이달부턴 이사라 작가의 전시회 등을 하고 있다. 더샵갤러리 건물 시공에는 포스코의 강건재(강철로 된 건설자재)가 활용됐다. 이은숙 더샵갤러리 관장은 “방문객은 자연스럽게 포스코이앤씨 브랜드에 호감을 느낀다”며 “융복합 전시, 강연, 미디어 파사드 등 다양한 콘텐츠를 선보일 것”이라고 말했다. 안정락/임근호/이인혁 기자 jran@hankyung.com",2025-05-16,http://v.daum.net/v/20250516181603087
"이재명 ""수소환원제철 키울 것""…포스코發 지역 성장 마중물로?"," 이재명 더불어민주당 대선 후보가 산업분야 공약으로 '수소환원제철' 지원을 강조하면서 경북 포항에서 적극 추진하고 있는 포스코 수소환원제철 사업이 탄력을 받을지 관심이 쏠리고 있다. 이 후보는 지난달 24일 페이스북에 수소환원제철 지원을 언급했다. 민주당도 최근 수소환원제철 기술을 고부가가치 철강 생산을 위한 돌파구로 보고 대선 공약 채택을 고심 중이다. 포스코는 수소화원제철의 사업용지 확보를 위한 해양매립 등 관련 허가절차가 대부분 마무리 단계에 접어든 상황에서 이 후보의 발언이 더해지면서 포항제철소 수소환원제철 사업이 올해 내 착공 가능할 것이라는 기대감이 커지고 있다. 포스코는 탄소배출권 문제가 국제적 이슈로 부각되기 시작한 2009년부터 수소환원제철 사업을 준비해 왔고, 2020년 로드맵 수립을 마쳤다. 당시 포스코 측은 포항제철소 앞바다 공유수면 132만2천300여㎡를 매립한 뒤 이곳에 2050년까지 수소환원제철소를 짓겠다고 밝혔다. 사업목적도 2022년 1월 가스사업, 발전사업 및 자원개발사업에서 수소 등 가스사업 및 자원개발사업으로 수정했다. 하지만 일부 시민단체 반대와 환경 훼손을 우려한 포항시의 입장에 속도를 좀체 내지 못하다가 정부가 글로벌 철강 위기 극복을 위해서는 수소환원제철이 필요하다고 강조하면서 올해 초 사업이 다시 급물살을 타기 시작했다. 이에 힘입어 포스코는 오는 2030년까지 수소 기반 철강 생산 상용화 기반을 마련하고, 2050년 완전한 탄소중립 체계를 구축할 계획이다. 사업의 시작이 될 하이렉스 시험설비(연산 30만t 규모) 구축이 포항제철소 내에서 현재 진행 중에 있다. 지주사인 포스코홀딩스도 수소 관련 전략 수립과 수소 생산기술, CCUS(탄소 포집·활용·저장) 등 기술 개발을 통해 지원을 아끼지 않고 있다. 여기에 최근에는 현대자동차그룹과 손잡고 미국 루이지애나 제철소 건립 프로젝트에 뛰어들면서 그룹 내에서도 수소환원제철에 대한 관심이 고조되고 있다. 글로벌 탈탄소 규제가 강화될수록 고로를 대신할 수 있는 건 수소환원제철 외에는 없다는 것도 사업에 대한 당위성을 높이고 있다. 포스코 관계자는 ""환경영향평가 신속 추진 등 적극적인 행정 지원에 힘입어 다음 달이면 관련 인허가 절차가 모두 마무리될 것으로 보인다. 수소환원제철 사업이 이 시기를 기점으로 보다 속도 낼 것으로 예상되며 회사는 2030년까지 상용화를 완료를 목표로 기술개발에 매진하고 있다""고 했다. 포항철강공단 내 한 회사 대표는 ""수소환원제철이 탄소중립목표를 달성할 유일한 대안이라는 점에서 빠른 추진이 필요하다. 철강과 2차 전지 등 포항경제를 이끌고 있는 성장동력이 주춤하고 있는 상황에서, 수소환원제철 사업이 주는 경제 활성화 기대감은 상당하다""고 했다. ▷〈키워드〉 수소환원제철 : 석탄 등 화석연료를 사용하던 제철공정을 청정 수소에너지로 전환하는 사업을 말한다. 환원로에서 철광석을 고온으로 가열된 수소와 접촉하게 해 직접환원철을 제조하고, 이 직접환원철을 전기로에 넣어 쇳물을 생산하는 시스템이다.",2025-05-15,http://v.daum.net/v/20250515152050821
"포스코 노사, 임단협 레이스 출발…현대제철은 내달부터"," 철강업계 노사가 임금 및 단체협약(임단협) 테이블에 마주 앉았다. 철강업계가 위기 속에 고전하는 가운데 올해 임단협도 험로가 예상된다. 포스코는 지난 14일 본격 교섭에 돌입했으며, 현대제철 노조도 대의원 선거를 마친 후 내달 초 본격 교섭에 돌입할 것으로 관측된다. 15일 업계에 따르면 포스코노동조합은 '2025년 임금·단체협약 교섭 상견례'를 통해 사측에 교섭 요구안을 제시했다. 해당 요구안은 포스코노조 전 조합원을 대상으로 설문조사를 통해 마련했다. 주요 요구사항은 임금 베이스업 7.7%, 철강경쟁력 강화 공헌금 300%, 자사주 15주 지급, 정년 연장, 의료비 지원 제도 신설 등이다. 이번 요구안은 일시금 항목 3가지, 임금성 항목 12가지, 단체협약 갱신 항목 35가지, 단순 문구 변경 6가지로 구성됐다. 김성호 노조 위원장은 상견례 인사말을 통해 ""우리 노동조합은 K-노사문화의 가치를 바탕으로 포스코의 미래 성장을 위해 목소리를 내고 있다""며 ""회사는 56년간 이어온 성장의 근본인 노동의 가치를 인정하고, 반복되는 어려움의 프레임에서 벗어나 함께 해결책을 찾길 바란다""고 말했다. 이어 ""이번 교섭은 조합원의 자존심이자 회사의 자긍심이 될 것""이라고 밝혔다. 현대제철 노조는 현재 사측과 교섭에 나설 대의원 선거를 진행 중인 것으로 확인됐다. 이날 기준 2차 투표를 완료했지만, 당진 열연 부문의 투표 일정이 길어지며 이달 중 1차 선거를 마무리 한다는 방침이다. 이후 2차 선거까지 마무리되면 내달 첫째 주에서 둘째 주 사이 본격적인 교섭에 나설 것으로 점쳐진다. 앞서 현대제철은 지난해 9월 시작된 2024년 임단협을 지난달에서야 마무리했다. 7개월가량 파업과 직장폐쇄가 반복됐고 최종적으로 기본급 10만1000원 인상과 '기본급 450%+1,050만 원'의 성과급 지급에 합의했다. 성과급 규모는 평균 2700만원 수준이다.양호연기자 hyy@dt.co.kr",2025-05-15,http://v.daum.net/v/20250515163035953
"구미대, 줄 잇는 우량 기업 채용설명회"," 구미대학교(총장 이승환)의 우수한 학생들을 채용하려는 대기업과 중견기업들의 채용설명회가 이어지고 있다. 지난 15일 본관 4층 강당에서는 구미대 기계, 전기, 전자 계열 학생 2백여 명이 참여한 가운데 (주)엘앤에프가 채용설명회를 가졌으며 이어 16일에는 (주)에스원이 구미대를 찾았다. 이번 설명회는 준비된 인재와 기업의 인력 수요를 효과적으로 연결하는 스피드 맞춤형으로 진행돼 구미대 재학생들의 채용이 상당수 이어질 것으로 전망된다. 이번 채용설명회에 앞서 3월에는 (주)포스코가 구미대를 찾았으며 4월에는 케이브이머티리얼즈(주), (주)바텍이엠엑스와 교류가 있었으며 5월에는 타이코에이엠피(주), 일진그룹 베어링아트, 덕우전자(주) 6월에는 한국도로공사, 롯데웰푸드(주), (주)두산전자BG, 유더블유비텍(주) 등이 인재 채용을 위해 구미대를 방문한다. 이후 8월 이후에는 (주)피엔티, 자화전자(주), (주)원익큐엔씨, LIG넥스원(주), (주)에스앤에스텍, LS전선(주) 등의 채용설명회가 예정돼 있다. 구미대 인재개발처 취창업지원센터 백민수 교수는 “최근 기업들은 기술력 있는 인재를 선제적으로 확보하고 있으며, 기업의 수요에 맞는 맞춤형 실무 인재를 양성하는데 총력을 기울이고 있다”고 말했다. 박시현 인턴기자 park.sihyun1@joongang.co.kr",2025-05-16,http://v.daum.net/v/20250516182537301
